country,year,access_to_electricity,agricultural_land,co2_emission,arable_land,electric_power_comsumption,forest_area,population_growth,urban_population,GDP
Bangladesh,2020,,,,61.4580932626565,,,,,
Bangladesh,2019,,,,61.2045786279481,,,,,
Bangladesh,2018,,,,59.7088422831682,,,,,
Bangladesh,2017,,,,59.5938388261504,,,,,
Bangladesh,2016,,,,59.6466927863563,,,,,
Bangladesh,2015,,,,59.4010908811554,,,,,
Bangladesh,2014,,,,58.9152646539141,,,,,
Bangladesh,2013,,,,58.9844050088346,,,,,
Bangladesh,2012,,,,58.9229469155719,,,,,
Bangladesh,2011,,,,58.9844050088346,,,,,
Bangladesh,2010,,,,59.8525005761696,,,,,
Bangladesh,2009,,,,59.8909118844588,,,,,
Bangladesh,2008,,,,59.9446877160636,,,,,
Bangladesh,2007,,,,60.0445571176154,,,,,
Bangladesh,2006,,,,60.5362218637167,,,,,
Bangladesh,2005,,,,60.7743719751095,,,,,
Bangladesh,2004,,,,62.5566566797265,,,,,
Bangladesh,2003,,,,63.2096489206422,,,,,
Bangladesh,2002,,,,63.401705462088,,,,,
Bangladesh,2001,,,,63.7858185449796,,,,,
Bangladesh,2000,,,,64.1468848428977,,,,,
Bangladesh,1999,,,,64.8075593454713,,,,,
Bangladesh,1998,,,,64.9458400553123,,,,,
Bangladesh,1997,,,,64.454175309211,,,,,
Bangladesh,1996,,,,64.2006606745026,,,,,
Bangladesh,1995,,,,64.5617269724207,,,,,
Bangladesh,1994,,,,64.592456019052,,,,,
Bangladesh,1993,,,,65.3453176615196,,,,,
Bangladesh,1992,,,,66.1365906122763,,,,,
Bangladesh,1991,,,,72.0980256587539,,,,,
Bangladesh,1990,,,,72.64346623646,,,,,
China,2020,,,,12.6765905798473,,,,,
China,2019,,,,12.6767072944018,,,,,
China,2018,,,,12.676760346472,,,,,
China,2017,,,,12.6770178210856,,,,,
China,2016,,,,12.6808167538056,,,,,
China,2015,,,,12.6893569275309,,,,,
China,2014,,,,12.6958930783302,,,,,
China,2013,,,,12.7071931712043,,,,,
China,2012,,,,12.7282023347818,,,,,
China,2011,,,,12.800416828082,,,,,
China,2010,,,,12.8778413090614,,,,,
China,2009,,,,12.9429683203196,,,,,
China,2008,,,,12.9226135155496,,,,,
China,2007,,,,12.8966344923446,,,,,
China,2006,,,,12.9030172525385,,,,,
China,2005,,,,12.8669586059388,,,,,
China,2004,,,,12.8408725348885,,,,,
China,2003,,,,12.8211547472436,,,,,
China,2002,,,,12.80143520109,,,,,
China,2001,,,,12.759858865325,,,,,
China,2000,,,,12.6970619754475,,,,,
China,1999,,,,12.697446393576,,,,,
China,1998,,,,12.6978442838029,,,,,
China,1997,,,,12.6989849024532,,,,,
China,1996,,,,12.731638427071,,,,,
China,1995,,,,12.7573020736956,,,,,
China,1994,,,,12.8761007016691,,,,,
China,1993,,,,12.9400817216942,,,,,
China,1992,,,,13.1104855660729,,,,,
China,1991,,,,13.320890811031,,,,,
China,1990,,,,13.2079956115174,,,,,
United Kingdom,2020,,,,24.7117025585913,,,,,
United Kingdom,2019,,,,25.1543768858761,,,,,
United Kingdom,2018,,,,24.9567536064151,,,,,
United Kingdom,2017,,,,25.1431380977969,,,,,
United Kingdom,2016,,,,24.9080746496921,,,,,
United Kingdom,2015,,,,24.8460298433431,,,,,
United Kingdom,2014,,,,25.7657173562601,,,,,
United Kingdom,2013,,,,25.8975736783367,,,,,
United Kingdom,2012,,,,25.6768486752366,,,,,
United Kingdom,2011,,,,25.0568346215848,,,,,
United Kingdom,2010,,,,24.6765593353449,,,,,
United Kingdom,2009,,,,25.0031000702683,,,,,
United Kingdom,2008,,,,24.821229281197,,,,,
United Kingdom,2007,,,,25.1519034431447,,,,,
United Kingdom,2006,,,,25.1891042863638,,,,,
United Kingdom,2005,,,,23.6804034224776,,,,,
United Kingdom,2004,,,,24.0524118546687,,,,,
United Kingdom,2003,,,,23.3910635307734,,,,,
United Kingdom,2002,,,,23.9160087628653,,,,,
United Kingdom,2001,,,,23.3579961145786,,,,,
United Kingdom,2000,,,,24.2880171950564,,,,,
United Kingdom,1999,,,,24.4574877030546,,,,,
United Kingdom,1998,,,,25.8463191832348,,,,,
United Kingdom,1997,,,,26.3216632910346,,,,,
United Kingdom,1996,,,,25.2056379944612,,,,,
United Kingdom,1995,,,,24.5360228165172,,,,,
United Kingdom,1994,,,,24.4326871409085,,,,,
United Kingdom,1993,,,,25.1767040052908,,,,,
United Kingdom,1992,,,,27.0904807175629,,,,,
United Kingdom,1991,,,,27.1442152688794,,,,,
United Kingdom,1990,,,,27.3632869011698,,,,,
India,2020,,,,52.2566927777909,,,,,
India,2019,,,,52.2566927777909,,,,,
India,2018,,,,52.29329810742,,,,,
India,2017,,,,52.4336271815794,,,,,
India,2016,,,,52.5755165327477,,,,,
India,2015,,,,52.6078050847743,,,,,
India,2014,,,,52.6246220389548,,,,,
India,2013,,,,52.617558918199,,,,,
India,2012,,,,52.6525381828945,,,,,
India,2011,,,,52.7981730060978,,,,,
India,2010,,,,52.8082631786061,,,,,
India,2009,,,,53.1160134401098,,,,,
India,2008,,,,53.1398935150461,,,,,
India,2007,,,,53.1489746703036,,,,,
India,2006,,,,53.3642316838144,,,,,
India,2005,,,,53.6272488471978,,,,,
India,2004,,,,53.7069612100135,,,,,
India,2003,,,,53.7466492218795,,,,,
India,2002,,,,53.959551861805,,,,,
India,2001,,,,53.9235635798587,,,,,
India,2000,,,,54.127048725443,,,,,
India,1999,,,,54.1421839842055,,,,,
India,1998,,,,54.2881551464925,,,,,
India,1997,,,,54.3527322505457,,,,,
India,1996,,,,54.1590009383861,,,,,
India,1995,,,,54.456997366465,,,,,
India,1994,,,,54.6635095638018,,,,,
India,1993,,,,54.6840262479021,,,,,
India,1992,,,,54.7243869379354,,,,,
India,1991,,,,54.884484341734,,,,,
India,1990,,,,54.9776502678941,,,,,
"Iran, Islamic Rep.",2020,,,,9.64252696456086,,,,,
"Iran, Islamic Rep.",2019,,,,9.64252696456086,,,,,
"Iran, Islamic Rep.",2018,,,,9.60308166409861,,,,,
"Iran, Islamic Rep.",2017,,,,9.32758089368259,,,,,
"Iran, Islamic Rep.",2016,,,,9.01728922615978,,,,,
"Iran, Islamic Rep.",2015,,,,9.01728922615978,,,,,
"Iran, Islamic Rep.",2014,,,,9.01728922615978,,,,,
"Iran, Islamic Rep.",2013,,,,9.01728922615978,,,,,
"Iran, Islamic Rep.",2012,,,,9.23279058915985,,,,,
"Iran, Islamic Rep.",2011,,,,9.34084825265846,,,,,
"Iran, Islamic Rep.",2010,,,,9.44890591615708,,,,,
"Iran, Islamic Rep.",2009,,,,9.55696357965569,,,,,
"Iran, Islamic Rep.",2008,,,,9.54407033571551,,,,,
"Iran, Islamic Rep.",2007,,,,10.3569586679437,,,,,
"Iran, Islamic Rep.",2006,,,,10.2538127164223,,,,,
"Iran, Islamic Rep.",2005,,,,10.1506667649009,,,,,
"Iran, Islamic Rep.",2004,,,,10.0475208133795,,,,,
"Iran, Islamic Rep.",2003,,,,9.9443748618581,,,,,
"Iran, Islamic Rep.",2002,,,,9.8412289103367,,,,,
"Iran, Islamic Rep.",2001,,,,9.73808295881529,,,,,
"Iran, Islamic Rep.",2000,,,,9.16279869348461,,,,,
"Iran, Islamic Rep.",1999,,,,10.0303298214593,,,,,
"Iran, Islamic Rep.",1998,,,,10.3373118200349,,,,,
"Iran, Islamic Rep.",1997,,,,10.1316338809892,,,,,
"Iran, Islamic Rep.",1996,,,,10.4969424592942,,,,,
"Iran, Islamic Rep.",1995,,,,10.6756059824652,,,,,
"Iran, Islamic Rep.",1994,,,,10.6442938186105,,,,,
"Iran, Islamic Rep.",1993,,,,10.6412239986247,,,,,
"Iran, Islamic Rep.",1992,,,,10.4183550676588,,,,,
"Iran, Islamic Rep.",1991,,,,10.2415334364793,,,,,
"Iran, Islamic Rep.",1990,,,,9.32611311672684,,,,,
Kuwait,2020,,,,0.448933782267116,,,,,
Kuwait,2019,,,,0.448933782267116,,,,,
Kuwait,2018,,,,0.448933782267116,,,,,
Kuwait,2017,,,,0.482603815937149,,,,,
Kuwait,2016,,,,0.448933782267116,,,,,
Kuwait,2015,,,,0.432098765432099,,,,,
Kuwait,2014,,,,0.5331088664422,,,,,
Kuwait,2013,,,,0.650953984287318,,,,,
Kuwait,2012,,,,0.561167227833894,,,,,
Kuwait,2011,,,,0.589225589225589,,,,,
Kuwait,2010,,,,0.561167227833894,,,,,
Kuwait,2009,,,,0.589225589225589,,,,,
Kuwait,2008,,,,0.634118967452301,,,,,
Kuwait,2007,,,,0.634118967452301,,,,,
Kuwait,2006,,,,0.617283950617284,,,,,
Kuwait,2005,,,,0.617283950617284,,,,,
Kuwait,2004,,,,0.617283950617284,,,,,
Kuwait,2003,,,,0.673400673400673,,,,,
Kuwait,2002,,,,0.673400673400673,,,,,
Kuwait,2001,,,,0.729517396184063,,,,,
Kuwait,2000,,,,0.561167227833894,,,,,
Kuwait,1999,,,,0.392817059483726,,,,,
Kuwait,1998,,,,0.336700336700337,,,,,
Kuwait,1997,,,,0.336700336700337,,,,,
Kuwait,1996,,,,0.336700336700337,,,,,
Kuwait,1995,,,,0.280583613916947,,,,,
Kuwait,1994,,,,0.280583613916947,,,,,
Kuwait,1993,,,,0.280583613916947,,,,,
Kuwait,1992,,,,0.224466891133558,,,,,
Kuwait,1991,,,,0.224466891133558,,,,,
Kuwait,1990,,,,0.224466891133558,,,,,
Pakistan,2020,,,,40.1229763387298,,,,,
Pakistan,2019,,,,39.6040888335409,,,,,
Pakistan,2018,,,,40.4213366542134,,,,,
Pakistan,2017,,,,40.486197592362,,,,,
Pakistan,2016,,,,40.2008094645081,,,,,
Pakistan,2015,,,,39.4354503943545,,,,,
Pakistan,2014,,,,39.4873391448734,,,,,
Pakistan,2013,,,,39.5262557077626,,,,,
Pakistan,2012,,,,39.227895392279,,,,,
Pakistan,2011,,,,39.0462847654628,,,,,
Pakistan,2010,,,,38.1252594437526,,,,,
Pakistan,2009,,,,38.1641760066418,,,,,
Pakistan,2008,,,,38.2160647571606,,,,,
Pakistan,2007,,,,39.1500622665006,,,,,
Pakistan,2006,,,,39.3316728933167,,,,,
Pakistan,2005,,,,39.1370900788709,,,,,
Pakistan,2004,,,,39.318700705687,,,,,
Pakistan,2003,,,,40.4602532171025,,,,,
Pakistan,2002,,,,40.4991697799917,,,,,
Pakistan,2001,,,,40.6029472810295,,,,,
Pakistan,2000,,,,40.2656704026567,,,,,
Pakistan,1999,,,,40.3564757160648,,,,,
Pakistan,1998,,,,40.3694479036945,,,,,
Pakistan,1997,,,,40.2656704026567,,,,,
Pakistan,1996,,,,39.6300332088003,,,,,
Pakistan,1995,,,,39.5132835201328,,,,,
Pakistan,1994,,,,39.2408675799087,,,,,
Pakistan,1993,,,,39.2149232046492,,,,,
Pakistan,1992,,,,38.8127853881278,,,,,
Pakistan,1991,,,,38.6700913242009,,,,,
Pakistan,1990,,,,38.5922581984226,,,,,
Singapore,2020,,,,0.779944289693593,,,,,
Singapore,2019,,,,0.782122905027933,,,,,
Singapore,2018,,,,0.784313725490196,,,,,
Singapore,2017,,,,0.786516853932584,,,,,
Singapore,2016,,,,0.78984485190409,,,,,
Singapore,2015,,,,0.78984485190409,,,,,
Singapore,2014,,,,0.78984485190409,,,,,
Singapore,2013,,,,0.806223479490806,,,,,
Singapore,2012,,,,0.892351274787535,,,,,
Singapore,2011,,,,0.894886363636364,,,,,
Singapore,2010,,,,0.911680911680912,,,,,
Singapore,2009,,,,0.857142857142857,,,,,
Singapore,2008,,,,0.857142857142857,,,,,
Singapore,2007,,,,1.00719424460432,,,,,
Singapore,2006,,,,0.936599423631124,,,,,
Singapore,2005,,,,0.957910014513788,,,,,
Singapore,2004,,,,1.01596516690856,,,,,
Singapore,2003,,,,0.873362445414847,,,,,
Singapore,2002,,,,1.48148148148148,,,,,
Singapore,2001,,,,1.49253731343284,,,,,
Singapore,2000,,,,1.49253731343284,,,,,
Singapore,1999,,,,1.49253731343284,,,,,
Singapore,1998,,,,1.49253731343284,,,,,
Singapore,1997,,,,1.49253731343284,,,,,
Singapore,1996,,,,1.49253731343284,,,,,
Singapore,1995,,,,1.49253731343284,,,,,
Singapore,1994,,,,1.49253731343284,,,,,
Singapore,1993,,,,1.49253731343284,,,,,
Singapore,1992,,,,1.49253731343284,,,,,
Singapore,1991,,,,1.49253731343284,,,,,
Singapore,1990,,,,1.49253731343284,,,,,
Ukraine,2020,,,,56.8243010010356,,,,,
Ukraine,2019,,,,56.8243010010356,,,,,
Ukraine,2018,,,,56.7638936831205,,,,,
Ukraine,2017,,,,56.5734507163818,,,,,
Ukraine,2016,,,,56.5796060694989,,,,,
Ukraine,2015,,,,56.5778798183984,,,,,
Ukraine,2014,,,,56.569248562896,,,,,
Ukraine,2013,,,,56.5784022647242,,,,,
Ukraine,2012,,,,56.1313263826555,,,,,
Ukraine,2011,,,,56.0985293102258,,,,,
Ukraine,2010,,,,56.0605537526755,,,,,
Ukraine,2009,,,,56.0622799143824,,,,,
Ukraine,2008,,,,56.0553752675551,,,,,
Ukraine,2007,,,,55.9853624013947,,,,,
Ukraine,2006,,,,56.0031759182546,,,,,
Ukraine,2005,,,,56.0115986054058,,,,,
Ukraine,2004,,,,56.0672489384472,,,,,
Ukraine,2003,,,,56.0637967342148,,,,,
Ukraine,2002,,,,56.1742672696517,,,,,
Ukraine,2001,,,,56.161215154915,,,,,
Ukraine,2000,,,,56.2078191076206,,,,,
Ukraine,1999,,,,56.3907827737982,,,,,
Ukraine,1998,,,,56.7152843704151,,,,,
Ukraine,1997,,,,57.1001984983171,,,,,
Ukraine,1996,,,,57.2866143091396,,,,,
Ukraine,1995,,,,57.4540433244153,,,,,
Ukraine,1994,,,,57.4626736860274,,,,,
Ukraine,1993,,,,57.5368947958919,,,,,
Ukraine,1992,,,,57.58522482092,,,,,
Ukraine,1991,,,,,,,,,
Ukraine,1990,,,,,,,,,
United States,2020,,,,17.2438567377468,,,,,
United States,2019,,,,17.2438567377468,,,,,
United States,2018,,,,17.2438567377468,,,,,
United States,2017,,,,17.2438567377468,,,,,
United States,2016,,,,17.1841896403576,,,,,
United States,2015,,,,17.1245116109242,,,,,
United States,2014,,,,17.064844513535,,,,,
United States,2013,,,,17.0051664841015,,,,,
United States,2012,,,,16.9454884546681,,,,,
United States,2011,,,,17.0935629937184,,,,,
United States,2010,,,,17.2416375327688,,,,,
United States,2009,,,,17.3897120718192,,,,,
United States,2008,,,,17.5377866108695,,,,,
United States,2007,,,,17.6578708393001,,,,,
United States,2006,,,,17.9029395585205,,,,,
United States,2005,,,,18.1480082777409,,,,,
United States,2004,,,,18.3930769969613,,,,,
United States,2003,,,,18.6348822080961,,,,,
United States,2002,,,,18.8799945862876,,,,,
United States,2001,,,,19.1444588033949,,,,,
United States,2000,,,,19.1409660857113,,,,,
United States,1999,,,,19.1471520784019,,,,,
United States,1998,,,,19.3015364189821,,,,,
United States,1997,,,,19.3899744075747,,,,,
United States,1996,,,,19.5443587481548,,,,,
United States,1995,,,,19.8536733428249,,,,,
United States,1994,,,,19.8645916130216,,,,,
United States,1993,,,,19.9529204189122,,,,,
United States,1992,,,,20.0983517779311,,,,,
United States,1991,,,,20.2726073702691,,,,,
United States,1990,,,,20.2726073702691,,,,,
South Africa,2020,,,,9.89209374407505,,,,,
South Africa,2019,,,,9.89209374407505,,,,,
South Africa,2018,,,,9.89209374407505,,,,,
South Africa,2017,,,,9.89209374407505,,,,,
South Africa,2016,,,,9.89209374407505,,,,,
South Africa,2015,,,,9.89209374407505,,,,,
South Africa,2014,,,,9.89209374407505,,,,,
South Africa,2013,,,,9.89209374407505,,,,,
South Africa,2012,,,,9.89209374407505,,,,,
South Africa,2011,,,,9.91929700187126,,,,,
South Africa,2010,,,,10.331467574541,,,,,
South Africa,2009,,,,10.4361588999992,,,,,
South Africa,2008,,,,10.5515666603467,,,,,
South Africa,2007,,,,10.3866984312788,,,,,
South Africa,2006,,,,10.3866984312788,,,,,
South Africa,2005,,,,10.8606945898491,,,,,
South Africa,2004,,,,10.9637372330165,,,,,
South Africa,2003,,,,11.2110395766184,,,,,
South Africa,2002,,,,11.2934736911523,,,,,
South Africa,2001,,,,11.2811085739723,,,,,
South Africa,2000,,,,11.3857998994304,,,,,
South Africa,1999,,,,11.3429341598727,,,,,
South Africa,1998,,,,11.2934736911523,,,,,
South Africa,1997,,,,11.2934736911523,,,,,
South Africa,1996,,,,11.2522566338854,,,,,
South Africa,1995,,,,11.1286054620844,,,,,
South Africa,1994,,,,11.0873884048174,,,,,
South Africa,1993,,,,11.0676042173293,,,,,
South Africa,1992,,,,10.850802496105,,,,,
South Africa,1991,,,,10.6340007748807,,,,,
South Africa,1990,,,,10.5515666603467,,,,,
Afghanistan,2020,,,,,,,,,
Afghanistan,2019,,,,,,,,,
Afghanistan,2018,,,,,,,,,
Afghanistan,2017,,,,,,,,,
Afghanistan,2016,,,,,,,,,
Afghanistan,2015,,,,,,,,,
Afghanistan,2014,,,,,,,,,
Afghanistan,2013,,,,,,,,,
Afghanistan,2012,,,,,,,,,
Afghanistan,2011,,,,,,,,,
Afghanistan,2010,,,,,,,,,
Afghanistan,2009,,,,,,,,,
Afghanistan,2008,,,,,,,,,
Afghanistan,2007,,,,,,,,,
Afghanistan,2006,,,,,,,,,
Afghanistan,2005,,,,,,,,,
Afghanistan,2004,,,,,,,,,
Afghanistan,2003,,,,,,,,,
Afghanistan,2002,,,,,,,,,
Afghanistan,2001,,,,,,,,,
Afghanistan,2000,,,,,,,,,
Afghanistan,1999,,,,,,,,,
Afghanistan,1998,,,,,,,,,
Afghanistan,1997,,,,,,,,,
Afghanistan,1996,,,,,,,,,
Afghanistan,1995,,,,,,,,,
Afghanistan,1994,,,,,,,,,
Afghanistan,1993,,,,,,,,,
Afghanistan,1992,,,,,,,,,
Afghanistan,1991,,,,,,,,,
Afghanistan,1990,,,,,,,,,
Bangladesh,2020,,,,,,,,,
Bangladesh,2019,,,,,,,,,
Bangladesh,2018,,,,,,,,,
Bangladesh,2017,,,,,,,,,
Bangladesh,2016,,,,,,,,,
Bangladesh,2015,,,,,,,,,
Bangladesh,2014,,,,,320.209923304099,,,,
Bangladesh,2013,,,,,301.967617961219,,,,
Bangladesh,2012,,,,,283.466058868109,,,,
Bangladesh,2011,,,,,265.640567310659,,,,
Bangladesh,2010,,,,,247.263377502677,,,,
Bangladesh,2009,,,,,226.047944764973,,,,
Bangladesh,2008,,,,,207.526929021951,,,,
Bangladesh,2007,,,,,206.104875045862,,,,
Bangladesh,2006,,,,,196.939914358067,,,,
Bangladesh,2005,,,,,176.077326435431,,,,
Bangladesh,2004,,,,,165.308345982214,,,,
Bangladesh,2003,,,,,129.392337940826,,,,
Bangladesh,2002,,,,,122.986386645694,,,,
Bangladesh,2001,,,,,115.144504970066,,,,
Bangladesh,2000,,,,,104.607736576381,,,,
Bangladesh,1999,,,,,97.1645780156515,,,,
Bangladesh,1998,,,,,88.8143929005609,,,,
Bangladesh,1997,,,,,83.7462731431261,,,,
Bangladesh,1996,,,,,81.9380023924707,,,,
Bangladesh,1995,,,,,78.2322240302076,,,,
Bangladesh,1994,,,,,71.0765000281538,,,,
Bangladesh,1993,,,,,67.1858353772499,,,,
Bangladesh,1992,,,,,60.4072606952893,,,,
Bangladesh,1991,,,,,50.4170844218643,,,,
Bangladesh,1990,,,,,49.7809690670111,,,,
China,2020,,,,,,,,,
China,2019,,,,,,,,,
China,2018,,,,,,,,,
China,2017,,,,,,,,,
China,2016,,,,,,,,,
China,2015,,,,,,,,,
China,2014,,,,,3905.31759800563,,,,
China,2013,,,,,3757.18508846571,,,,
China,2012,,,,,3466.01953935563,,,,
China,2011,,,,,3295.78486805176,,,,
China,2010,,,,,2943.58995443689,,,,
China,2009,,,,,2612.45662004417,,,,
China,2008,,,,,2446.36905458402,,,,
China,2007,,,,,2325.92676902765,,,,
China,2006,,,,,2039.0146603408,,,,
China,2005,,,,,1782.31215291627,,,,
China,2004,,,,,1585.83878247787,,,,
China,2003,,,,,1379.48463210183,,,,
China,2002,,,,,1194.85629490784,,,,
China,2001,,,,,1076.54912135865,,,,
China,2000,,,,,992.943384720171,,,,
China,1999,,,,,913.963447975829,,,,
China,1998,,,,,870.617222318398,,,,
China,1997,,,,,852.740686543503,,,,
China,1996,,,,,821.080859102296,,,,
China,1995,,,,,770.280241190849,,,,
China,1994,,,,,727.107359659684,,,,
China,1993,,,,,662.63704558569,,,,
China,1992,,,,,604.693683099136,,,,
China,1991,,,,,548.953753106589,,,,
China,1990,,,,,510.619854913516,,,,
United Kingdom,2020,,,,,,,,,
United Kingdom,2019,,,,,,,,,
United Kingdom,2018,,,,,,,,,
United Kingdom,2017,,,,,,,,,
United Kingdom,2016,,,,,,,,,
United Kingdom,2015,,,,,,,,,
United Kingdom,2014,,,,,5130.39025330028,,,,
United Kingdom,2013,,,,,5409.62642171886,,,,
United Kingdom,2012,,,,,5449.25947267211,,,,
United Kingdom,2011,,,,,5471.93347456267,,,,
United Kingdom,2010,,,,,5700.85586444268,,,,
United Kingdom,2009,,,,,5643.1285945674,,,,
United Kingdom,2008,,,,,6015.72686068947,,,,
United Kingdom,2007,,,,,6102.39676772278,,,,
United Kingdom,2006,,,,,6200.5541127704,,,,
United Kingdom,2005,,,,,6270.98405949047,,,,
United Kingdom,2004,,,,,6138.75413718816,,,,
United Kingdom,2003,,,,,6174.55089583941,,,,
United Kingdom,2002,,,,,6142.74983363365,,,,
United Kingdom,2001,,,,,6141.98255122284,,,,
United Kingdom,2000,,,,,6114.52925918564,,,,
United Kingdom,1999,,,,,6007.48441621387,,,,
United Kingdom,1998,,,,,5908.87149023065,,,,
United Kingdom,1997,,,,,5831.95754702826,,,,
United Kingdom,1996,,,,,5815.82840427425,,,,
United Kingdom,1995,,,,,5575.8084890423,,,,
United Kingdom,1994,,,,,5380.26426515376,,,,
United Kingdom,1993,,,,,5491.98911810322,,,,
United Kingdom,1992,,,,,5452.3933334123,,,,
United Kingdom,1991,,,,,5451.67717061817,,,,
United Kingdom,1990,,,,,5356.57521000099,,,,
India,2020,,,,,,,,,
India,2019,,,,,,,,,
India,2018,,,,,,,,,
India,2017,,,,,,,,,
India,2016,,,,,,,,,
India,2015,,,,,,,,,
India,2014,,,,,804.5163492833,,,,
India,2013,,,,,764.201134144621,,,,
India,2012,,,,,723.236916567989,,,,
India,2011,,,,,696.842681452116,,,,
India,2010,,,,,640.394606751363,,,,
India,2009,,,,,598.498241908181,,,,
India,2008,,,,,561.247581414481,,,,
India,2007,,,,,541.73839519579,,,,
India,2006,,,,,509.214054753734,,,,
India,2005,,,,,468.025754019185,,,,
India,2004,,,,,451.611546107878,,,,
India,2003,,,,,430.483163325867,,,,
India,2002,,,,,410.644783909356,,,,
India,2001,,,,,393.810198122643,,,,
India,2000,,,,,393.646247811898,,,,
India,1999,,,,,392.039692990071,,,,
India,1998,,,,,385.863985847439,,,,
India,1997,,,,,375.485052938774,,,,
India,1996,,,,,359.816270699348,,,,
India,1995,,,,,358.762212881689,,,,
India,1994,,,,,341.231362340387,,,,
India,1993,,,,,320.550744825125,,,,
India,1992,,,,,304.431830526134,,,,
India,1991,,,,,290.899579857445,,,,
India,1990,,,,,272.063483432263,,,,
"Iran, Islamic Rep.",2020,,,,,,,,,
"Iran, Islamic Rep.",2019,,,,,,,,,
"Iran, Islamic Rep.",2018,,,,,,,,,
"Iran, Islamic Rep.",2017,,,,,,,,,
"Iran, Islamic Rep.",2016,,,,,,,,,
"Iran, Islamic Rep.",2015,,,,,,,,,
"Iran, Islamic Rep.",2014,,,,,3022.12193878822,,,,
"Iran, Islamic Rep.",2013,,,,,2830.81123323155,,,,
"Iran, Islamic Rep.",2012,,,,,2784.62180791627,,,,
"Iran, Islamic Rep.",2011,,,,,2681.50478919671,,,,
"Iran, Islamic Rep.",2010,,,,,2659.95525451076,,,,
"Iran, Islamic Rep.",2009,,,,,2505.85421292634,,,,
"Iran, Islamic Rep.",2008,,,,,2422.58079687847,,,,
"Iran, Islamic Rep.",2007,,,,,2307.29087318527,,,,
"Iran, Islamic Rep.",2006,,,,,2221.19682477536,,,,
"Iran, Islamic Rep.",2005,,,,,2079.56025560781,,,,
"Iran, Islamic Rep.",2004,,,,,2009.52037452416,,,,
"Iran, Islamic Rep.",2003,,,,,1888.68810974957,,,,
"Iran, Islamic Rep.",2002,,,,,1745.26785031288,,,,
"Iran, Islamic Rep.",2001,,,,,1643.97985700666,,,,
"Iran, Islamic Rep.",2000,,,,,1546.50634742362,,,,
"Iran, Islamic Rep.",1999,,,,,1466.84747698237,,,,
"Iran, Islamic Rep.",1998,,,,,1380.21675663647,,,,
"Iran, Islamic Rep.",1997,,,,,1328.9658728704,,,,
"Iran, Islamic Rep.",1996,,,,,1278.57939746258,,,,
"Iran, Islamic Rep.",1995,,,,,1184.07963405489,,,,
"Iran, Islamic Rep.",1994,,,,,1157.55563964633,,,,
"Iran, Islamic Rep.",1993,,,,,1113.47642691156,,,,
"Iran, Islamic Rep.",1992,,,,,1065.16841607138,,,,
"Iran, Islamic Rep.",1991,,,,,994.572983853316,,,,
"Iran, Islamic Rep.",1990,,,,,940.88281114225,,,,
Kuwait,2020,,,,,,,,,
Kuwait,2019,,,,,,,,,
Kuwait,2018,,,,,,,,,
Kuwait,2017,,,,,,,,,
Kuwait,2016,,,,,,,,,
Kuwait,2015,,,,,,,,,
Kuwait,2014,,,,,15590.6125785335,,,,
Kuwait,2013,,,,,15195.1773801023,,,,
Kuwait,2012,,,,,16053.8596510088,,,,
Kuwait,2011,,,,,15900.9284563963,,,,
Kuwait,2010,,,,,16757.3341747207,,,,
Kuwait,2009,,,,,16519.0793044128,,,,
Kuwait,2008,,,,,17031.1858765592,,,,
Kuwait,2007,,,,,17093.2729931718,,,,
Kuwait,2006,,,,,17765.8056479,,,,
Kuwait,2005,,,,,17076.4991216617,,,,
Kuwait,2004,,,,,16686.2228459194,,,,
Kuwait,2003,,,,,16387.6637309137,,,,
Kuwait,2002,,,,,15143.7231134806,,,,
Kuwait,2001,,,,,14513.5700405986,,,,
Kuwait,2000,,,,,14066.1466327453,,,,
Kuwait,1999,,,,,14399.6696115374,,,,
Kuwait,1998,,,,,14573.5863441029,,,,
Kuwait,1997,,,,,13906.6818612641,,,,
Kuwait,1996,,,,,13936.680398658,,,,
Kuwait,1995,,,,,13147.7102970471,,,,
Kuwait,1994,,,,,,,,,
Kuwait,1993,,,,,,,,,
Kuwait,1992,,,,,,,,,
Kuwait,1991,,,,,4967.26968040616,,,,
Kuwait,1990,,,,,8222.96990956165,,,,
Pakistan,2020,,,,,,,,,
Pakistan,2019,,,,,,,,,
Pakistan,2018,,,,,,,,,
Pakistan,2017,,,,,,,,,
Pakistan,2016,,,,,,,,,
Pakistan,2015,,,,,,,,,
Pakistan,2014,,,,,447.505156703301,,,,
Pakistan,2013,,,,,457.81990066872,,,,
Pakistan,2012,,,,,427.851060009705,,,,
Pakistan,2011,,,,,432.583873273204,,,,
Pakistan,2010,,,,,442.18006330379,,,,
Pakistan,2009,,,,,436.682715416856,,,,
Pakistan,2008,,,,,422.06483435987,,,,
Pakistan,2007,,,,,459.560636480815,,,,
Pakistan,2006,,,,,466.22836047022,,,,
Pakistan,2005,,,,,444.58651616862,,,,
Pakistan,2004,,,,,412.990296001464,,,,
Pakistan,2003,,,,,395.392691431427,,,,
Pakistan,2002,,,,,372.190662107335,,,,
Pakistan,2001,,,,,366.848773963887,,,,
Pakistan,2000,,,,,362.404815958581,,,,
Pakistan,1999,,,,,347.896342370629,,,,
Pakistan,1998,,,,,337.643936496242,,,,
Pakistan,1997,,,,,357.537907503025,,,,
Pakistan,1996,,,,,355.486857708743,,,,
